# OMIM genemap2 (reconstructed from HPO annotations) — 2026-03-26
# Chromosome	Genomic Position Start	Genomic Position End	Cyto Location	Computed Cyto Location	MIM Number	Gene Symbols	Gene Name	Approved Gene Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotypes	Mouse Gene Symbol/ID
						PRMT7		PRMT7				Gene-disease association, 617157 (3), Autosomal recessive	
						PRNP		PRNP				Gene-disease association, 123400 (3), Autosomal dominant; Gene-disease association, 137440 (3), Autosomal dominant; Gene-disease association, 245300 (3), Unknown; Gene-disease association, 600072 (3), Autosomal dominant; Gene-disease association, 603218 (3), Autosomal dominant; Gene-disease association, 606688 (3), Autosomal dominant	
						PROC		PROC				Gene-disease association, 176860 (3), Autosomal dominant; Gene-disease association, 612304 (3), Autosomal recessive	
						PRODH		PRODH				Gene-disease association, 239500 (3), Autosomal recessive; Gene-disease association, 600850 (3), Autosomal dominant	
						PROK2		PROK2				Gene-disease association, 146110 (3), Autosomal recessive; Gene-disease association, 610628 (3), Autosomal dominant	
						PROKR2		PROKR2				Gene-disease association, 146110 (3), Autosomal recessive; Gene-disease association, 244200 (3), Autosomal dominant	
						PROM1		PROM1				Gene-disease association, 603786 (3), Autosomal dominant; Gene-disease association, 608051 (3), Autosomal dominant; Gene-disease association, 612095 (3), Autosomal recessive; Gene-disease association, 612657 (3), Autosomal recessive	
						PROP1		PROP1				Gene-disease association, 262600 (3), Autosomal recessive	
						PRORP		PRORP				Gene-disease association, 619737 (3), Autosomal recessive	
						PROS1		PROS1				Gene-disease association, 612336 (3), Autosomal dominant; Gene-disease association, 614514 (3), Autosomal recessive	
						PRPF3		PRPF3				Gene-disease association, 601414 (3), Autosomal dominant	
						PRPF31		PRPF31				Gene-disease association, 600138 (3), Autosomal dominant	
						PRPF4		PRPF4				Gene-disease association, 615922 (3), Autosomal dominant	
						PRPF6		PRPF6				Gene-disease association, 613983 (3), Autosomal dominant	
						PRPF8		PRPF8				Gene-disease association, 600059 (3), Autosomal dominant	
						PRPH		PRPH				Gene-disease association, 105400 (3), Autosomal recessive	
						PRPH2		PRPH2				Gene-disease association, 136880 (3), Autosomal recessive; Gene-disease association, 169150 (3), Autosomal dominant; Gene-disease association, 608133 (3), Autosomal recessive; Gene-disease association, 608161 (3), Autosomal dominant; Gene-disease association, 613105 (3), Autosomal dominant	
						PRPS1		PRPS1				Gene-disease association, 300661 (3), Unknown; Gene-disease association, 301835 (3), Unknown; Gene-disease association, 304500 (3), Unknown; Gene-disease association, 311070 (3), Unknown	
						PRR12		PRR12				Gene-disease association, 619539 (3), Autosomal dominant	
						PRRT2		PRRT2				Gene-disease association, 128200 (3), Autosomal dominant; Gene-disease association, 602066 (3), Autosomal dominant; Gene-disease association, 605751 (3), Autosomal dominant	
						PRRX1		PRRX1				Gene-disease association, 202650 (3), Autosomal recessive	
						PRSS1		PRSS1				Gene-disease association, 167800 (3), Autosomal dominant	
						PRSS12		PRSS12				Gene-disease association, 249500 (3), Autosomal recessive	
						PRSS2		PRSS2				Gene-disease association, 167800 (3), Autosomal dominant	
						PRSS56		PRSS56				Gene-disease association, 613517 (3), Autosomal recessive	
						PRUNE1		PRUNE1				Gene-disease association, 617481 (3), Autosomal recessive	
						PRX		PRX				Gene-disease association, 145900 (3), Autosomal recessive; Gene-disease association, 614895 (3), Autosomal recessive	
						PRY		PRY				Gene-disease association, 415000 (3), Unknown	
						PRY2		PRY2				Gene-disease association, 415000 (3), Unknown	
						PSAP		PSAP				Gene-disease association, 249900 (3), Autosomal recessive; Gene-disease association, 610539 (3), Autosomal recessive; Gene-disease association, 611721 (3), Autosomal recessive; Gene-disease association, 611722 (3), Autosomal recessive; Gene-disease association, 619491 (3), Autosomal dominant	
						PSAT1		PSAT1				Gene-disease association, 610992 (3), Autosomal recessive; Gene-disease association, 616038 (3), Autosomal recessive	
						PSEN1		PSEN1				Gene-disease association, 172700 (3), Autosomal dominant; Gene-disease association, 600274 (3), Autosomal dominant; Gene-disease association, 607822 (3), Autosomal dominant; Gene-disease association, 613694 (3), Autosomal dominant; Gene-disease association, 613737 (3), Autosomal dominant	
						PSEN2		PSEN2				Gene-disease association, 606889 (3), Autosomal dominant; Gene-disease association, 613697 (3), Autosomal dominant	
						PSENEN		PSENEN				Gene-disease association, 613736 (3), Autosomal dominant	
						PSKH1		PSKH1				Gene-disease association, 620962 (3), Autosomal recessive	
						PSMB1		PSMB1				Gene-disease association, 620038 (3), Autosomal recessive	
						PSMB4		PSMB4				Gene-disease association, 617591 (3), Autosomal recessive	
						PSMB8		PSMB8				Gene-disease association, 256040 (3), Autosomal recessive	
						PSMB9		PSMB9				Gene-disease association, 620796 (3), Autosomal dominant	
						PSMC1		PSMC1				Gene-disease association, 620071 (3), Autosomal recessive	
						PSMC3		PSMC3				Gene-disease association, 619354 (3), Autosomal recessive	
						PSMC3IP		PSMC3IP				Gene-disease association, 614324 (3), Autosomal recessive	
						PSMD12		PSMD12				Gene-disease association, 617516 (3), Autosomal dominant	
						PSMG2		PSMG2				Gene-disease association, 619183 (3), Autosomal recessive	
						PSPH		PSPH				Gene-disease association, 614023 (3), Autosomal recessive	
						PSTPIP1		PSTPIP1				Gene-disease association, 601979 (3), Autosomal dominant; Gene-disease association, 604416 (3), Autosomal dominant	
						PTCD3		PTCD3				Gene-disease association, 619057 (3), Autosomal recessive	
						PTCH1		PTCH1				Gene-disease association, 109400 (3), Autosomal dominant; Gene-disease association, 605462 (3), Unknown; Gene-disease association, 610828 (3), Autosomal dominant	
						PTCH2		PTCH2				Gene-disease association, 155255 (3), Autosomal recessive; Gene-disease association, 605462 (3), Unknown	
						PTCHD1		PTCHD1				Gene-disease association, 300830 (3), Unknown	
						PTCRA		PTCRA				Gene-disease association, 620931 (3), Autosomal recessive	
						PTDSS1		PTDSS1				Gene-disease association, 151050 (3), Autosomal dominant	
						PTEN		PTEN				Gene-disease association, 158350 (3), Autosomal dominant; Gene-disease association, 176807 (3), Autosomal dominant; Gene-disease association, 605309 (3), Autosomal dominant; Gene-disease association, 607174 (3), Autosomal dominant; Gene-disease association, 613028 (3), Autosomal dominant	
						PTF1A		PTF1A				Gene-disease association, 609069 (3), Autosomal recessive; Gene-disease association, 615935 (3), Autosomal recessive	
						PTGER2		PTGER2				Gene-disease association, 208550 (3), Autosomal recessive	
						PTGIS		PTGIS				Gene-disease association, 145500 (3), Unknown	
						PTH		PTH				Gene-disease association, 146200 (3), Autosomal recessive	
						PTH1R		PTH1R				Gene-disease association, 125350 (3), Autosomal dominant; Gene-disease association, 156400 (3), Autosomal dominant; Gene-disease association, 215045 (3), Autosomal recessive; Gene-disease association, 600002 (3), Autosomal recessive	
						PTHLH		PTHLH				Gene-disease association, 613382 (3), Autosomal dominant	
						PTPA		PTPA				Gene-disease association, 620482 (3), Autosomal recessive	
						PTPMT1		PTPMT1				Gene-disease association, 621199 (3), Autosomal recessive	
						PTPN1		PTPN1				Gene-disease association, 125853 (3), Autosomal dominant	
						PTPN11		PTPN11				Gene-disease association, 151100 (3), Autosomal dominant; Gene-disease association, 156250 (3), Autosomal dominant; Gene-disease association, 163950 (3), Autosomal dominant; Gene-disease association, 607785 (3), Autosomal dominant	
						PTPN12		PTPN12				Gene-disease association, 114500 (3), Autosomal dominant	
						PTPN14		PTPN14				Gene-disease association, 613611 (3), Autosomal recessive	
						PTPN23		PTPN23				Gene-disease association, 618890 (3), Autosomal recessive	
						PTPRC		PTPRC				Gene-disease association, 619924 (3), Autosomal recessive	
						PTPRF		PTPRF				Gene-disease association, 616001 (3), Autosomal recessive	
						PTPRJ		PTPRJ				Gene-disease association, 114500 (3), Autosomal dominant; Gene-disease association, 620484 (3), Autosomal recessive	
						PTPRO		PTPRO				Gene-disease association, 614196 (3), Autosomal recessive	
						PTPRQ		PTPRQ				Gene-disease association, 613391 (3), Autosomal recessive; Gene-disease association, 617663 (3), Autosomal dominant	
						PTRH2		PTRH2				Gene-disease association, 616263 (3), Autosomal recessive	
						PTRHD1		PTRHD1				Gene-disease association, 620747 (3), Autosomal recessive	
						PTS		PTS				Gene-disease association, 261640 (3), Autosomal recessive	
						PUF60		PUF60				Gene-disease association, 615583 (3), Autosomal dominant	
						PUM1		PUM1				Gene-disease association, 620719 (3), Autosomal dominant	
						PURA		PURA				Gene-disease association, 616158 (3), Autosomal dominant	
						PUS1		PUS1				Gene-disease association, 600462 (3), Autosomal recessive	
						PUS3		PUS3				Gene-disease association, 617051 (3), Autosomal recessive	
						PUS7		PUS7				Gene-disease association, 618342 (3), Autosomal recessive	
						PWAR1		PWAR1				Gene-disease association, 176270 (3), Autosomal dominant	
						PWRN1		PWRN1				Gene-disease association, 176270 (3), Autosomal dominant	
						PXDN		PXDN				Gene-disease association, 269400 (3), Autosomal recessive	
						PYCR1		PYCR1				Gene-disease association, 612940 (3), Autosomal recessive; Gene-disease association, 614438 (3), Autosomal recessive	
						PYCR2		PYCR2				Gene-disease association, 616420 (3), Autosomal recessive	
						PYGL		PYGL				Gene-disease association, 232700 (3), Autosomal recessive	
						PYGM		PYGM				Gene-disease association, 232600 (3), Autosomal recessive	
						PYROXD1		PYROXD1				Gene-disease association, 617258 (3), Autosomal recessive	
						QARS1		QARS1				Gene-disease association, 615760 (3), Autosomal recessive	
						QDPR		QDPR				Gene-disease association, 261630 (3), Autosomal recessive	
						QRICH1		QRICH1				Gene-disease association, 617982 (3), Autosomal dominant	
						QRICH2		QRICH2				Gene-disease association, 618341 (3), Autosomal recessive	
						QRSL1		QRSL1				Gene-disease association, 618835 (3), Autosomal recessive	
						RAB11B		RAB11B				Gene-disease association, 617807 (3), Autosomal dominant	
						RAB18		RAB18				Gene-disease association, 614222 (3), Autosomal recessive	
						RAB23		RAB23				Gene-disease association, 201000 (3), Autosomal recessive	
						RAB27A		RAB27A				Gene-disease association, 607624 (3), Autosomal recessive	
						RAB28		RAB28				Gene-disease association, 615374 (3), Autosomal recessive	
						RAB32		RAB32				Gene-disease association, 620923 (3), Autosomal dominant	
						RAB33B		RAB33B				Gene-disease association, 615222 (3), Autosomal recessive	
						RAB34		RAB34				Gene-disease association, 620718 (3), Autosomal recessive	
						RAB39B		RAB39B				Gene-disease association, 300271 (3), Unknown; Gene-disease association, 311510 (3), Unknown	
						RAB3GAP1		RAB3GAP1				Gene-disease association, 600118 (3), Autosomal recessive; Gene-disease association, 619420 (3), Autosomal recessive	
						RAB3GAP2		RAB3GAP2				Gene-disease association, 212720 (3), Autosomal recessive; Gene-disease association, 614225 (3), Autosomal recessive	
						RAB5IF		RAB5IF				Gene-disease association, 616994 (3), Autosomal recessive	
						RAB7A		RAB7A				Gene-disease association, 600882 (3), Autosomal dominant	
						RABL3		RABL3				Gene-disease association, 618680 (3), Autosomal dominant	
						RAC1		RAC1				Gene-disease association, 617751 (3), Autosomal dominant	
						RAC2		RAC2				Gene-disease association, 608203 (3), Autosomal dominant; Gene-disease association, 618986 (3), Autosomal dominant; Gene-disease association, 618987 (3), Autosomal recessive	
						RAC3		RAC3				Gene-disease association, 618577 (3), Autosomal dominant	
						RACGAP1		RACGAP1				Gene-disease association, 619789 (3), Autosomal recessive	
						RAD21		RAD21				Gene-disease association, 611376 (3), Autosomal recessive; Gene-disease association, 614701 (3), Autosomal dominant	
						RAD50		RAD50				Gene-disease association, 613078 (3), Autosomal recessive	
						RAD51		RAD51				Gene-disease association, 114480 (3), Autosomal dominant; Gene-disease association, 157600 (3), Autosomal dominant; Gene-disease association, 614508 (3), Autosomal dominant; Gene-disease association, 617244 (3), Autosomal dominant	
						RAD51C		RAD51C				Gene-disease association, 613390 (3), Autosomal recessive; Gene-disease association, 613399 (3), Unknown	
						RAD54B		RAD54B				Gene-disease association, 114500 (3), Autosomal dominant; Gene-disease association, 605027 (3), Unknown	
						RAD54L		RAD54L				Gene-disease association, 114480 (3), Autosomal dominant; Gene-disease association, 605027 (3), Unknown	
						RAF1		RAF1				Gene-disease association, 611553 (3), Autosomal dominant; Gene-disease association, 611554 (3), Autosomal dominant; Gene-disease association, 615916 (3), Autosomal dominant	
						RAG1		RAG1				Gene-disease association, 233650 (3), Autosomal recessive; Gene-disease association, 601457 (3), Autosomal recessive; Gene-disease association, 603554 (3), Autosomal recessive	
						RAG2		RAG2				Gene-disease association, 233650 (3), Autosomal recessive; Gene-disease association, 601457 (3), Autosomal recessive; Gene-disease association, 603554 (3), Autosomal recessive	
						RAI1		RAI1				Gene-disease association, 182290 (3), Autosomal dominant; Gene-disease association, 610883 (3), Unknown	
						RALA		RALA				Gene-disease association, 619311 (3), Autosomal dominant	
						RALGAPA1		RALGAPA1				Gene-disease association, 618797 (3), Autosomal recessive	
						RANBP2		RANBP2				Gene-disease association, 608033 (3), Autosomal dominant	
						RAP1B		RAP1B				Gene-disease association, 620654 (3), Autosomal dominant	
						RAP1GDS1		RAP1GDS1				Gene-disease association, 620655 (3), Autosomal recessive	
						RAPGEF2		RAPGEF2				Gene-disease association, 618075 (3), Autosomal dominant	
						RAPSN		RAPSN				Gene-disease association, 616326 (3), Autosomal recessive; Gene-disease association, 618388 (3), Autosomal recessive	
						RARA		RARA				Gene-disease association, 612376 (3), Unknown	
						RARB		RARB				Gene-disease association, 615524 (3), Autosomal recessive	
						RARS1		RARS1				Gene-disease association, 616140 (3), Autosomal recessive	
						RARS2		RARS2				Gene-disease association, 611523 (3), Autosomal recessive	
						RASA1		RASA1				Gene-disease association, 605462 (3), Unknown; Gene-disease association, 608354 (3), Autosomal dominant	
						RASGRP1		RASGRP1				Gene-disease association, 618534 (3), Autosomal recessive	
						RASGRP2		RASGRP2				Gene-disease association, 615888 (3), Autosomal recessive	
						RAX		RAX				Gene-disease association, 611038 (3), Autosomal recessive	
						RAX2		RAX2				Gene-disease association, 610381 (3), Autosomal dominant; Gene-disease association, 613757 (3), Unknown; Gene-disease association, 620102 (3), Autosomal recessive	
						RB1		RB1				Gene-disease association, 109800 (3), Autosomal dominant; Gene-disease association, 180200 (3), Autosomal dominant; Gene-disease association, 182280 (3), Autosomal dominant; Gene-disease association, 259500 (3), Unknown	
						RB1CC1		RB1CC1				Gene-disease association, 114480 (3), Autosomal dominant	
						RBBP7		RBBP7				Gene-disease association, 301137 (3), Unknown	
						RBBP8		RBBP8				Gene-disease association, 251255 (3), Autosomal recessive; Gene-disease association, 606744 (3), Autosomal recessive	
						RBCK1		RBCK1				Gene-disease association, 615895 (3), Autosomal recessive	
						RBL2		RBL2				Gene-disease association, 619690 (3), Autosomal recessive	
						RBM10		RBM10				Gene-disease association, 311900 (3), Unknown	
						RBM12		RBM12				Gene-disease association, 617629 (3), Autosomal dominant	
						RBM20		RBM20				Gene-disease association, 613172 (3), Autosomal dominant	
						RBM28		RBM28				Gene-disease association, 612079 (3), Autosomal recessive	
						RBM8A		RBM8A				Gene-disease association, 274000 (3), Autosomal recessive	
						RBMX		RBMX				Gene-disease association, 300238 (3), Unknown; Gene-disease association, 309555 (3), Unknown	
						RBMY1A1		RBMY1A1				Gene-disease association, 415000 (3), Unknown	
						RBP3		RBP3				Gene-disease association, 268000 (3), Autosomal recessive; Gene-disease association, 615233 (3), Autosomal recessive	
						RBP4		RBP4				Gene-disease association, 615147 (3), Autosomal recessive; Gene-disease association, 616428 (3), Autosomal dominant	
						RBPJ		RBPJ				Gene-disease association, 614814 (3), Autosomal dominant	
						RBSN		RBSN				Gene-disease association, 620937 (3), Autosomal recessive; Gene-disease association, 620939 (3), Autosomal recessive	
						RC3H1		RC3H1				Gene-disease association, 618998 (3), Autosomal recessive	
						RCBTB1		RCBTB1				Gene-disease association, 617175 (3), Autosomal recessive	
						RCC1		RCC1				Gene-disease association, 621333 (3), Autosomal recessive	
						RD3		RD3				Gene-disease association, 610612 (3), Autosomal recessive	
						RDH11		RDH11				Gene-disease association, 616108 (3), Autosomal recessive	
						RDH12		RDH12				Gene-disease association, 612712 (3), Autosomal recessive	
						RDH5		RDH5				Gene-disease association, 136880 (3), Autosomal recessive	
						RDH8		RDH8				Gene-disease association, 621259 (3), Autosomal recessive	
						RDX		RDX				Gene-disease association, 611022 (3), Autosomal recessive	
						REC114		REC114				Gene-disease association, 619176 (3), Autosomal recessive	
						RECQL		RECQL				Gene-disease association, 620370 (3), Autosomal recessive	
						RECQL4		RECQL4				Gene-disease association, 218600 (3), Autosomal recessive; Gene-disease association, 266280 (3), Autosomal recessive; Gene-disease association, 268400 (3), Autosomal recessive	
						REEP1		REEP1				Gene-disease association, 610250 (3), Autosomal dominant; Gene-disease association, 614751 (3), Autosomal dominant; Gene-disease association, 620011 (3), Autosomal recessive	
						REEP2		REEP2				Gene-disease association, 615625 (3), Autosomal recessive; Gene-disease association, 620606 (3), Autosomal recessive	
						REEP6		REEP6				Gene-disease association, 617304 (3), Autosomal recessive	
						REL		REL				Gene-disease association, 619652 (3), Autosomal recessive	
						RELA		RELA				Gene-disease association, 618287 (3), Autosomal dominant	
						RELB		RELB				Gene-disease association, 617585 (3), Autosomal recessive	
						RELN		RELN				Gene-disease association, 257320 (3), Autosomal recessive; Gene-disease association, 600512 (3), Autosomal dominant; Gene-disease association, 616436 (3), Autosomal dominant	
						RELT		RELT				Gene-disease association, 618386 (3), Autosomal recessive	
						REN		REN				Gene-disease association, 267430 (3), Autosomal recessive; Gene-disease association, 613092 (3), Autosomal dominant	
						REPS1		REPS1				Gene-disease association, 617916 (3), Autosomal recessive	
						RERE		RERE				Gene-disease association, 616975 (3), Autosomal dominant	
						REST		REST				Gene-disease association, 612431 (3), Autosomal dominant; Gene-disease association, 616806 (3), Autosomal dominant; Gene-disease association, 617626 (3), Autosomal dominant	
						RET		RET				Gene-disease association, 142623 (3), Autosomal dominant; Gene-disease association, 155240 (3), Autosomal dominant; Gene-disease association, 162300 (3), Autosomal dominant; Gene-disease association, 171300 (3), Autosomal dominant; Gene-disease association, 171400 (3), Autosomal dominant	
						RETN		RETN				Gene-disease association, 125853 (3), Autosomal dominant	
						RETREG1		RETREG1				Gene-disease association, 201300 (3), Autosomal recessive; Gene-disease association, 613115 (3), Autosomal recessive	
						RFC1		RFC1				Gene-disease association, 614575 (3), Autosomal recessive	
						RFC4		RFC4				Gene-disease association, 621010 (3), Autosomal recessive	
						RFT1		RFT1				Gene-disease association, 612015 (3), Autosomal recessive	
						RFWD3		RFWD3				Gene-disease association, 617784 (3), Autosomal recessive	
						RFX5		RFX5				Gene-disease association, 620816 (3), Autosomal recessive; Gene-disease association, 620818 (3), Autosomal recessive	
						RFX6		RFX6				Gene-disease association, 615710 (3), Autosomal recessive	
						RFX7		RFX7				Gene-disease association, 620330 (3), Autosomal dominant	
						RFXANK		RFXANK				Gene-disease association, 620815 (3), Autosomal recessive	
						RFXAP		RFXAP				Gene-disease association, 620817 (3), Autosomal recessive	
						RGR		RGR				Gene-disease association, 613769 (3), Autosomal recessive	
						RGS5		RGS5				Gene-disease association, 145500 (3), Unknown	
						RGS9		RGS9				Gene-disease association, 608415 (3), Autosomal recessive	
						RGS9BP		RGS9BP				Gene-disease association, 620344 (3), Autosomal recessive	
						RHAG		RHAG				Gene-disease association, 185000 (3), Autosomal dominant; Gene-disease association, 268150 (3), Autosomal dominant	
						RHBDF2		RHBDF2				Gene-disease association, 148500 (3), Autosomal dominant	
						RHCE		RHCE				Gene-disease association, 617970 (3), Autosomal recessive	
						RHD		RHD				Gene-disease association, 619462 (3), Unknown	
						RHO		RHO				Gene-disease association, 136880 (3), Autosomal recessive; Gene-disease association, 610445 (3), Autosomal dominant; Gene-disease association, 613731 (3), Autosomal recessive	
						RHOA		RHOA				Gene-disease association, 618727 (3), Unknown	
						RHOBTB2		RHOBTB2				Gene-disease association, 618004 (3), Autosomal dominant	
						RHOH		RHOH				Gene-disease association, 618307 (3), Autosomal recessive	
						RIC1		RIC1				Gene-disease association, 618761 (3), Autosomal recessive	
						RIGI		RIGI				Gene-disease association, 616298 (3), Autosomal dominant	
						RILPL1		RILPL1				Gene-disease association, 619790 (3), Autosomal dominant	
						RIMS2		RIMS2				Gene-disease association, 618970 (3), Autosomal recessive	
						RIN2		RIN2				Gene-disease association, 613075 (3), Autosomal recessive	
						RINT1		RINT1				Gene-disease association, 618641 (3), Autosomal recessive	
						RIPK1		RIPK1				Gene-disease association, 618108 (3), Autosomal recessive; Gene-disease association, 618852 (3), Autosomal dominant	
						RIPK4		RIPK4				Gene-disease association, 214350 (3), Autosomal recessive; Gene-disease association, 263650 (3), Autosomal recessive	
						RIPOR2		RIPOR2				Gene-disease association, 607017 (3), Autosomal dominant; Gene-disease association, 616515 (3), Autosomal recessive	
						RIPPLY2		RIPPLY2				Gene-disease association, 616566 (3), Autosomal recessive	
						RIT1		RIT1				Gene-disease association, 615355 (3), Autosomal dominant	
						RLBP1		RLBP1				Gene-disease association, 136880 (3), Autosomal recessive; Gene-disease association, 607475 (3), Autosomal recessive; Gene-disease association, 607476 (3), Autosomal recessive	
						RLIM		RLIM				Gene-disease association, 300978 (3), Unknown	
						RMND1		RMND1				Gene-disease association, 614922 (3), Autosomal recessive	
						RMP64		RMP64				Gene-disease association, 618853 (3), Autosomal recessive	
						RMRP		RMRP				Gene-disease association, 250250 (3), Autosomal recessive; Gene-disease association, 250460 (3), Autosomal recessive; Gene-disease association, 607095 (3), Autosomal recessive	
						RNASEH1		RNASEH1				Gene-disease association, 616479 (3), Autosomal recessive	
						RNASEH2A		RNASEH2A				Gene-disease association, 610333 (3), Autosomal recessive	
						RNASEH2B		RNASEH2B				Gene-disease association, 610181 (3), Autosomal recessive	
						RNASEH2C		RNASEH2C				Gene-disease association, 610329 (3), Autosomal recessive	
						RNASEL		RNASEL				Gene-disease association, 601518 (3), Autosomal dominant	
						RNASET2		RNASET2				Gene-disease association, 612951 (3), Autosomal recessive	
						RNF113A		RNF113A				Gene-disease association, 300953 (3), Unknown	
						RNF125		RNF125				Gene-disease association, 616260 (3), Autosomal dominant	
						RNF13		RNF13				Gene-disease association, 618379 (3), Autosomal dominant	
						RNF139		RNF139				Gene-disease association, 144700 (3), Unknown	
						RNF168		RNF168				Gene-disease association, 611943 (3), Autosomal recessive	
						RNF170		RNF170				Gene-disease association, 608984 (3), Autosomal dominant; Gene-disease association, 619686 (3), Autosomal recessive	
						RNF2		RNF2				Gene-disease association, 619460 (3), Autosomal dominant	
						RNF212		RNF212				Gene-disease association, 619673 (3), Autosomal recessive	
						RNF213		RNF213				Gene-disease association, 607151 (3), Autosomal recessive	
						RNF216		RNF216				Gene-disease association, 212840 (3), Autosomal recessive	
						RNF220		RNF220				Gene-disease association, 619688 (3), Autosomal recessive	
						RNF31		RNF31				Gene-disease association, 620632 (3), Autosomal recessive	
						RNF43		RNF43				Gene-disease association, 617108 (3), Autosomal dominant	
						RNF6		RNF6				Gene-disease association, 133239 (3), Unknown	
						RNH1		RNH1				Gene-disease association, 620461 (3), Autosomal recessive	
						RNPC3		RNPC3				Gene-disease association, 618160 (3), Autosomal recessive	
						RNU12		RNU12				Gene-disease association, 603116 (3), Autosomal recessive; Gene-disease association, 620208 (3), Autosomal recessive	
						RNU2-2		RNU2-2				Gene-disease association, 621304 (3), Autosomal dominant	
						RNU4-2		RNU4-2				Gene-disease association, 620851 (3), Autosomal dominant	
						RNU4ATAC		RNU4ATAC				Gene-disease association, 210710 (3), Autosomal recessive; Gene-disease association, 226960 (3), Autosomal recessive; Gene-disease association, 616651 (3), Autosomal recessive	
						RNU5B-1		RNU5B-1				Gene-disease association, 621302 (3), Autosomal dominant	
						RNU7-1		RNU7-1				Gene-disease association, 619487 (3), Autosomal recessive	
						ROBO1		ROBO1				Gene-disease association, 257400 (3), Autosomal recessive; Gene-disease association, 620303 (3), Autosomal dominant; Gene-disease association, 620305 (3), Autosomal recessive	
						ROBO2		ROBO2				Gene-disease association, 610878 (3), Autosomal dominant	
						ROBO3		ROBO3				Gene-disease association, 607313 (3), Autosomal recessive	
						ROBO4		ROBO4				Gene-disease association, 618496 (3), Autosomal dominant	
						ROGDI		ROGDI				Gene-disease association, 226750 (3), Autosomal recessive	
						ROM1		ROM1				Gene-disease association, 268000 (3), Autosomal recessive; Gene-disease association, 608133 (3), Autosomal recessive	
						ROR1		ROR1				Gene-disease association, 617654 (3), Autosomal recessive	
						ROR2		ROR2				Gene-disease association, 113000 (3), Autosomal dominant; Gene-disease association, 268310 (3), Autosomal recessive	
						RORA		RORA				Gene-disease association, 618060 (3), Autosomal dominant	
						RORB		RORB				Gene-disease association, 618357 (3), Autosomal dominant	
						RORC		RORC				Gene-disease association, 616622 (3), Autosomal recessive	
						RP1		RP1				Gene-disease association, 180100 (3), Autosomal recessive	
						RP1L1		RP1L1				Gene-disease association, 613587 (3), Autosomal dominant; Gene-disease association, 618826 (3), Autosomal recessive	
						RP2		RP2				Gene-disease association, 312600 (3), Unknown	
						RP9		RP9				Gene-disease association, 180104 (3), Autosomal dominant	
						RPA1		RPA1				Gene-disease association, 619767 (3), Autosomal dominant	
						RPE65		RPE65				Gene-disease association, 204100 (3), Autosomal recessive; Gene-disease association, 613794 (3), Autosomal recessive; Gene-disease association, 618697 (3), Autosomal dominant	
						RPGR		RPGR				Gene-disease association, 300029 (3), Unknown; Gene-disease association, 300455 (3), Unknown; Gene-disease association, 300834 (3), Unknown; Gene-disease association, 304020 (3), Unknown	
						RPGRIP1		RPGRIP1				Gene-disease association, 608194 (3), Autosomal recessive; Gene-disease association, 613826 (3), Autosomal recessive	
						RPGRIP1L		RPGRIP1L				Gene-disease association, 611560 (3), Autosomal recessive; Gene-disease association, 611561 (3), Autosomal recessive; Gene-disease association, 619113 (3), Autosomal recessive	
						RPIA		RPIA				Gene-disease association, 608611 (3), Autosomal recessive	
						RPL10		RPL10				Gene-disease association, 300998 (3), Unknown	
						RPL10L		RPL10L				Gene-disease association, 619689 (3), Autosomal recessive	
						RPL11		RPL11				Gene-disease association, 612562 (3), Autosomal dominant	
						RPL13		RPL13				Gene-disease association, 618728 (3), Autosomal dominant	
						RPL15		RPL15				Gene-disease association, 615550 (3), Autosomal dominant	
						RPL17		RPL17				Gene-disease association, 621262 (3), Autosomal dominant	
						RPL18		RPL18				Gene-disease association, 618310 (3), Autosomal dominant	
						RPL21		RPL21				Gene-disease association, 615885 (3), Autosomal dominant	
						RPL26		RPL26				Gene-disease association, 614900 (3), Autosomal dominant	
						RPL27		RPL27				Gene-disease association, 617408 (3), Autosomal dominant	
						RPL35A		RPL35A				Gene-disease association, 612528 (3), Autosomal dominant	
						RPL3L		RPL3L				Gene-disease association, 619371 (3), Autosomal recessive	
						RPL5		RPL5				Gene-disease association, 612561 (3), Autosomal dominant	
						RPS10		RPS10				Gene-disease association, 613308 (3), Autosomal dominant	
						RPS14		RPS14				Gene-disease association, 153550 (3), Unknown	
						RPS15A		RPS15A				Gene-disease association, 618313 (3), Autosomal dominant	
						RPS17		RPS17				Gene-disease association, 612527 (3), Autosomal dominant	
						RPS19		RPS19				Gene-disease association, 105650 (3), Autosomal dominant	
						RPS23		RPS23				Gene-disease association, 617412 (3), Autosomal dominant	
						RPS24		RPS24				Gene-disease association, 610629 (3), Autosomal dominant	
						RPS26		RPS26				Gene-disease association, 613309 (3), Autosomal dominant	
						RPS27		RPS27				Gene-disease association, 617409 (3), Autosomal dominant	
						RPS28		RPS28				Gene-disease association, 606164 (3), Autosomal dominant	
						RPS29		RPS29				Gene-disease association, 615909 (3), Autosomal dominant	
						RPS4Y2		RPS4Y2				Gene-disease association, 415000 (3), Unknown	
						RPS6KA3		RPS6KA3				Gene-disease association, 300844 (3), Unknown; Gene-disease association, 303600 (3), Unknown	
						RPS6KC1		RPS6KC1				Gene-disease association, 621460 (3), Autosomal recessive	
						RPS7		RPS7				Gene-disease association, 612563 (3), Autosomal dominant	
						RPSA		RPSA				Gene-disease association, 271400 (3), Autosomal dominant	
